theta,desired,actual
10210,6749,7538
10215,7199,7519
10220,7799,7481
10225,8249,7462
10230,8325,7462
10235,7988,7481
10240,7407,7500
10245,6872,7538
10250,6651,7538
10255,6853,7529
10260,7379,7491
10265,7965,7472
10270,8318,7452
10275,8262,7452
10280,7825,7472
10285,7225,7500
10290,6763,7529
10295,6668,7529
10300,6989,7500
10305,7565,7481
10310,8109,7452
10315,8347,7452
10320,8163,7462
10325,7646,7481
10330,7057,7519
10335,6688,7538
10340,6725,7538
10345,7149,7519
10350,7748,7481
10355,8223,7462
10360,8336,7462
10365,8031,7481
10370,7460,7500
10375,6909,7538
10380,6653,7538
10385,6820,7529
10390,7326,7500
10395,7919,7481
10400,8302,7452
10405,8284,7452
10410,7874,7481
10415,7276,7500
10420,6791,7529
10425,6659,7529
10430,6947,7509
10435,7512,7481
10440,8070,7462
10445,8343,7452
10450,8195,7462
10455,7699,7481
10460,7103,7509
10465,6706,7538
10470,6705,7529
10475,7101,7509
10480,7697,7481
10485,8193,7462
10490,8343,7462
10495,8072,7481
10500,7514,7500
10505,6949,7538
10510,6659,7538
10515,6789,7538
10520,7274,7509
10525,7872,7481
10530,8283,7462
10535,8303,7462
10540,7921,7481
10545,7328,7500
10550,6821,15977
10555,6653,7529
10560,6908,7519
10565,7458,7491
10570,8029,7472
10575,8336,7452
10580,8224,7462
10585,7750,7481
10590,7151,7509
10595,6726,7538
10600,6688,7538
10605,7055,7519
10610,7644,7491
10615,8161,7462
10620,8347,7462
10625,8110,7481
10630,7567,7500
10635,6991,7529
10640,6669,7538
10645,6762,7538
10650,7223,7529
10655,7823,7491
10660,8261,7481
10665,8319,7481
10670,7966,7491
10675,7381,7519
10680,6855,7538
10685,6651,7538
10690,6871,7538
10695,7405,7509
10700,7987,7481
10705,8325,7462
10710,8250,7472
10715,7801,7481
10720,7201,7519
10725,6750,7538
10730,6674,7538
10735,7010,7529
10740,7591,7491
10745,8127,7472
10750,8348,7472
10755,8146,7481
10760,7620,7500
10765,7035,7538
10770,6681,7538
10775,6737,7529
10780,7174,7519
10785,7773,7491
10790,8236,7472
10795,8331,7472
10800,8010,7481
10805,7434,7509
10810,6891,7529
10815,6652,7538
10820,6836,7538
10825,7352,7500
10830,7942,7481
10835,8310,7462
10840,8274,7462
10845,7850,7481
10850,7251,7500
10855,6776,7538
10860,6663,7538
10865,6968,7519
10870,7538,7491
10875,8089,7462
10880,8346,7462
10885,8179,7462
10890,7673,7491
10895,7080,7587
10900,6697,7538
10905,6715,7538
10910,7125,7519
10915,7722,7491
10920,8208,7472
10925,8340,7462
10930,8052,7481
10935,7488,7500
10940,6929,7538
10945,6656,7538
10950,6804,7538
10955,7300,7500
10960,7895,7481
10965,8293,7462
10970,8294,7462
10975,7898,7472
10980,7303,7500
10985,6806,7529
10990,6656,7529
10995,6927,7509
11000,7485,7481
11005,8050,7462
11010,8340,7452
11015,8210,7462
11020,7725,7481
11025,7127,7509
11030,6716,7538
11035,6696,7538
11040,7078,7519
11045,7670,7491
11050,8177,7472
11055,8346,7472
11060,8091,7481
11065,7541,7500
11070,6970,7529
11075,6664,7538
11080,6775,7538
11085,7249,7519
11090,7847,7491
11095,8273,7462
11100,8311,7462
11105,7944,7481
11110,7355,7500
11115,6838,7529
11120,6652,7538
11125,6889,7519
11130,7431,7491
11135,8008,7472
11140,8330,7452
11145,8238,7462
11150,7776,7481
11155,7176,7500
11160,6738,7529
11165,6680,7529
11170,7032,7500
11175,7618,7481
11180,8144,7462
11185,8348,7452
11190,8128,7472
11195,7594,7491
11200,7013,7519
11205,6674,7538
11210,6749,7538
11215,7198,7519
11220,7798,7481
11225,8249,7462
11230,8325,7462
11235,7989,7481
11240,7408,7500
11245,6873,7538
11250,6651,7538
11255,6853,7529
11260,7378,7491
11265,7964,7472
11270,8318,7452
11275,8263,7462
11280,7826,7481
