theta,desired,actual
16380,6787,7664
16385,6704,7625
16390,6658,7587
16395,6654,7548
16400,6690,7509
16405,6764,7472
16410,6875,7423
16415,7015,7375
16420,7179,7346
16425,7358,7298
16430,7544,7279
16435,7728,7269
16440,7901,7288
7540,8269,7491
7545,8156,7538
7550,8002,7577
7555,7816,7616
7560,7610,7664
7565,7397,7683
7570,7191,7683
7575,7004,7674
7580,6848,7654
7585,6733,7616
7590,6666,7577
7595,6652,7548
7600,6691,7509
7605,6781,7472
7610,6915,7433
7615,7087,7385
7620,7284,7337
7625,7495,7308
7630,7707,7288
7635,7905,7288
7640,8078,7308
7645,8214,7346
7650,8306,7375
7655,8346,7423
7660,8334,7462
7665,8269,7491
7670,8156,7538
7675,8002,7577
7680,7816,7616
7685,7610,7664
7690,7397,7683
7695,7191,7693
7700,7004,7683
7705,6848,7654
7710,6733,7616
7715,6666,7587
7720,6652,7538
7725,6691,7500
7730,6781,7472
7735,6915,7433
7740,7087,7385
7745,7284,7346
7750,7495,7308
7755,7707,7288
7760,7905,7288
7765,8077,7308
7770,8214,7337
7775,8305,7375
7780,8346,7414
7785,8334,7452
7790,8269,7491
7795,8156,7538
7800,8002,7577
7805,7816,7625
7810,7610,7654
7815,7397,7693
7820,7191,7683
7825,7004,7674
7830,6848,7654
7835,6733,7616
7840,6666,7577
7845,6652,7538
7850,6691,7500
7855,6781,7472
7860,6915,7423
7865,7087,7375
7870,7284,7337
7875,7495,7308
7880,7706,7288
7885,7905,7288
7890,8077,7308
7895,8214,7337
7900,8305,7375
7905,8346,7414
7910,8334,7462
7915,8269,7491
7920,8156,7538
7925,8002,7577
7930,7816,7616
7935,7610,7664
7940,7397,7683
7945,7191,7693
7950,7004,7683
7955,6848,7654
7960,6733,7616
7965,6666,7577
7970,6652,7538
7975,6691,7509
7980,6781,7472
7985,6915,7433
7990,7087,7385
7995,7284,7337
8000,7495,7308
8005,7706,7288
8010,7905,7288
8015,8077,7308
8020,8214,7337
8025,8305,7366
8030,8346,7414
8035,8334,7452
8040,8269,7491
8045,8156,7538
8050,8002,7577
8055,7816,7616
8060,7610,7654
8065,7397,7683
8070,7191,7683
8075,7004,7674
8080,6848,7654
8085,6733,7616
8090,6667,7577
8095,6652,7538
8100,6691,7500
8105,6780,7462
8110,6915,7423
8115,7087,7385
8120,7284,7337
8125,7495,7308
8130,7706,7288
8135,7905,7288
8140,8077,7308
8145,8214,7337
8150,8305,7375
8155,8346,7414
8160,8334,7452
8165,8269,7491
8170,8156,7538
8175,8002,7577
8180,7816,7616
8185,7610,7664
8190,7397,7683
8195,7191,7683
8200,7004,7674
8205,6848,7654
8210,6733,7616
8215,6667,7577
8220,6652,7548
8225,6691,7509
8230,6780,7472
8235,6915,7433
8240,7087,7385
8245,7284,7337
8250,7495,7308
8255,7706,7288
8260,7905,7288
8265,8077,7308
8270,8214,7337
8275,8305,7375
8280,8346,7414
8285,8334,7452
8290,8269,7491
8295,8156,7538
8300,8002,7567
8305,7816,7616
8310,7610,7654
8315,7397,7683
8320,7191,7683
8325,7004,7674
8330,6848,7645
8335,6733,7616
8340,6667,7577
8345,6652,7538
8350,6691,7500
8355,6780,7462
8360,6915,7414
8365,7087,7375
8370,7284,7337
8375,7495,7298
8380,7706,7279
8385,7905,7288
8390,8077,7308
8395,8214,7337
8400,8305,7375
8405,8346,7414
8410,8334,7452
8415,8269,7491
8420,8156,7538
8425,8002,7577
8430,7816,7616
8435,7610,7654
8440,7397,7683
8445,7191,7683
8450,7004,7674
8455,6848,7654
8460,6733,7616
8465,6667,7577
8470,6652,7538
8475,6691,7509
8480,6780,7472
8485,6915,7433
8490,7087,7385
8495,7284,7337
8500,7495,7308
8505,7706,7288
8510,7905,7288
8515,8077,7308
8520,8214,7337
8525,8305,7375
8530,8346,7414
8535,8334,7452
8540,8269,7491
8545,8156,7538
8550,8002,7577
8555,7816,7616
8560,7610,7654
8565,7398,7683
8570,7191,7683
8575,7004,7674
8580,6848,7654
8585,6733,7616
8590,6667,7577
8595,6652,7538
8600,6691,7500
8605,6780,7472
8610,6915,7433
8615,7087,7385
8620,7284,7337
8625,7495,7308
8630,7706,7288
8635,7905,7288
8640,8077,7308
8645,8214,7337
8650,8305,7375
8655,8346,7414
8660,8334,7452
8665,8269,7491
8670,8156,7538
8675,8002,7577
8680,7816,7616
8685,7610,7664
8690,7398,7683
8695,7191,7683
8700,7004,7674
8705,6848,7645
8710,6733,7616
8715,6667,7577
8720,6652,7538
8725,6691,7500
8730,6780,7462
8735,6915,7423
8740,7087,7375
8745,7284,7337
8750,7495,7308
8755,7706,7288
8760,7904,7288
8765,8077,7308
8770,8214,7337
8775,8305,7375
8780,8346,7414
8785,8334,7462
8790,8269,7491
8795,8156,7538
8800,8002,7577
8805,7816,7616
8810,7610,7654
8815,7398,7683
8820,7191,7683
8825,7004,7683
8830,6848,7654
8835,6733,7616
8840,6667,7577
8845,6652,7538
8850,6691,7500
8855,6780,7472
8860,6915,7433
8865,7087,7385
8870,7284,7337
8875,7495,7308
8880,7706,7288
8885,7904,7288
8890,8077,7308
8895,8214,7337
8900,8305,7366
8905,8346,7414
8910,8334,7452
8915,8269,7491
8920,8156,7538
8925,8002,7577
8930,7816,7616
8935,7610,7654
8940,7398,7683
8945,7191,7683
8950,7004,7674
8955,6848,7645
8960,6733,7616
8965,6667,7577
8970,6652,7538
8975,6691,7491
8980,6780,7462
8985,6915,7414
8990,7087,7375
8995,7284,7346
9000,7495,7298
9005,7706,7288
9010,7904,7288
9015,8077,7308
9020,8214,7337
9025,8305,7375
9030,8346,7414
9035,8334,7452
9040,8270,7491
9045,8156,7538
9050,8002,7577
9055,7816,7616
9060,7610,7654
9065,7398,7683
9070,7191,7683
9075,7004,7674
9080,6848,7654
9085,6733,7616
9090,6667,7577
9095,6652,7538
9100,6691,7509
9105,6780,7472
9110,6915,7433
9115,7087,7385
9120,7284,7337
9125,7495,7298
9130,7706,7288
9135,7904,7288
9140,8077,7308
9145,8214,7337
9150,8305,7366
9155,8346,7414
9160,8334,7452
9165,8270,7491
9170,8156,7538
9175,8002,7567
9180,7816,7616
9185,7610,7654
9190,7398,7674
9195,7191,7683
9200,7004,7674
9205,6848,7645
9210,6733,7616
9215,6667,7577
9220,6652,7538
9225,6691,7500
9230,6780,7462
9235,6915,7423
9240,7087,7375
