theta,desired,actual
9075,6688,7538
9080,7079,7519
9085,7697,7481
9090,8209,7462
9095,8336,7462
9100,8010,7481
9105,7407,7500
9110,6854,7538
9115,6652,7538
9120,6908,7519
9125,7486,7491
9130,8070,7472
9135,8346,7462
9140,8162,7472
9145,7619,7491
9150,7012,7519
9155,6668,7538
9160,6775,7538
9165,7275,7509
9170,7896,7481
9175,8302,7462
9180,8273,7462
9185,7825,7481
9190,7200,7509
9195,6737,7538
9200,6688,7538
9205,7079,7519
9210,7697,7491
9215,8209,7472
9220,8336,7462
9225,8010,7481
9230,7407,7500
9235,6854,7529
9240,6652,7538
9245,6908,7529
9250,7486,7491
9255,8070,7472
9260,8346,7462
9265,8162,7472
9270,7620,7491
9275,7012,7529
9280,6668,7538
9285,6775,7538
9290,7275,7509
9295,7896,7491
9300,8302,7462
9305,8273,7462
9310,7825,7481
9315,7200,7509
9320,6737,7538
9325,6688,7538
9330,7078,7519
9335,7697,7491
9340,8209,15920
9345,8336,7462
9350,8010,7481
9355,7407,7500
9360,6854,7548
9365,6652,7538
9370,6908,7529
9375,7485,7491
9380,8070,7481
9385,8346,7462
9390,8162,7472
9395,7620,7491
9400,7012,7519
9405,6668,7538
9410,6775,7529
9415,7275,7500
9420,7896,7491
9425,8302,7462
9430,8273,7462
9435,7825,7481
9440,7200,7509
9445,6738,7538
9450,6688,7538
9455,7078,7519
9460,7697,7491
9465,8209,7472
9470,8336,7462
9475,8010,7481
9480,7407,7500
9485,6855,7538
9490,6652,7538
9495,6908,7529
9500,7485,7491
9505,8070,7481
9510,8346,7462
9515,8162,7472
9520,7620,7491
9525,7012,7509
9530,6668,7538
9535,6775,7529
9540,7275,7509
9545,7896,7481
9550,8302,7462
9555,8273,7462
9560,7825,7481
9565,7200,7500
9570,6738,7538
9575,6688,7538
9580,7078,7519
9585,7697,7481
9590,8209,7462
9595,8336,7462
9600,8010,7481
9605,7407,7500
9610,6855,7529
9615,6652,7538
9620,6908,7529
9625,7485,7491
9630,8070,7472
9635,8346,7462
9640,8163,7472
9645,7620,7491
9650,7012,7519
9655,6668,7538
9660,6775,7538
9665,7275,7509
9670,7896,7481
9675,8302,7462
9680,8274,7462
9685,7825,7481
9690,7200,7509
9695,6738,7538
9700,6688,7538
9705,7078,7519
9710,7697,7491
9715,8208,7462
9720,8336,7462
9725,8010,7481
9730,7407,7500
9735,6855,7529
9740,6652,7538
9745,6908,7519
9750,7485,7491
9755,8070,7472
9760,8346,7462
9765,8163,7472
9770,7620,7491
9775,7012,7519
9780,6668,7538
9785,6775,7538
9790,7275,7509
9795,7896,7481
9800,8302,7462
9805,8274,7462
9810,7825,7481
9815,7200,7509
9820,6738,7538
9825,6688,7538
9830,7078,7519
9835,7697,7491
9840,8208,7472
9845,8336,7462
9850,8010,7481
9855,7407,7500
9860,6855,7538
9865,6652,7538
9870,6908,7519
9875,7485,7491
9880,8070,7472
9885,8346,7462
9890,8163,7472
9895,7620,7491
9900,7012,7529
9905,6669,7538
9910,6775,7538
9915,7274,7509
9920,7896,7481
9925,8302,7462
9930,8274,7462
9935,7825,7481
9940,7201,7509
9945,6738,7538
9950,6688,7538
9955,7078,7519
9960,7697,7491
9965,8208,7472
9970,8336,7462
9975,8010,7481
9980,7407,7500
9985,6855,7529
9990,6652,7538
9995,6908,7519
10000,7485,7491
10005,8070,7472
10010,8346,7462
10015,8163,7472
10020,7620,7491
10025,7012,7519
10030,6669,7538
10035,6775,7529
10040,7274,7509
10045,7896,7481
10050,8302,7462
10055,8274,7472
10060,7825,7481
10065,7201,7509
10070,6738,7538
10075,6688,7538
10080,7078,7519
10085,7696,7491
10090,8208,7472
10095,8336,7462
10100,8010,7481
10105,7408,7500
10110,6855,7529
10115,6652,7538
10120,6908,7529
10125,7485,7500
10130,8070,7481
10135,8346,7462
10140,8163,7472
10145,7620,7491
10150,7012,7529
10155,6669,7538
10160,6775,7538
10165,7274,7509
10170,7896,7481
10175,8302,7462
10180,8274,7462
10185,7826,7481
10190,7201,7509
10200,6688,7356
10205,7078,7346
10210,7696,7308
10220,8336,7433
10225,8010,7452
10230,7408,7491
10235,6855,7519
10240,6652,7538
10245,6908,7529
10250,7485,7500
10255,8070,7481
10260,8346,7472
10265,8163,7481
10270,7620,7500
10275,7013,7529
10280,6669,7538
10285,6775,7538
10290,7274,7519
10295,7895,7491
10300,8302,7472
10305,8274,7472
10310,7826,7491
10315,7201,7519
10320,6738,7538
10325,6688,7538
10330,7078,7519
10335,7696,7491
10340,8208,7481
10345,8336,7472
10350,8010,7481
10355,7408,7509
10360,6855,7538
10365,6652,7538
10370,6908,7529
10375,7485,7500
10380,8070,7481
10385,8346,7472
10390,8163,7481
10395,7621,7491
10400,7013,7519
10405,6669,7538
10410,6775,7538
10415,7274,7519
10420,7895,7481
10425,8302,7472
10430,8274,7472
10435,7826,7481
10440,7201,7509
10450,6688,7443
10455,7078,7423
10460,7696,7385
10470,8336,7519
10475,8010,7538
10480,7408,7567
10485,6855,16182
10490,6652,7616
10495,6908,7606
10500,7485,7577
10505,8070,7548
10510,8346,7538
10515,8163,7538
10520,7621,7558
10525,7013,7577
10530,6669,7596
10535,6775,7587
10540,7274,7567
10545,7895,7538
10550,8302,7519
10555,8274,7519
10560,7826,7538
10565,7201,7558
10570,6738,7577
10575,6688,7577
10580,7078,7567
10585,7696,7538
10590,8208,7529
10595,8336,7519
10600,8010,7529
10605,7408,7548
10610,6855,7577
10615,6652,7577
10620,6908,7558
10625,7484,7538
10630,8070,7509
10635,8346,7491
10640,8163,7500
10645,7621,7519
10650,7013,7538
10655,6669,7558
10660,6775,7548
10665,7274,7538
10670,7895,7509
10675,8302,7481
10680,8274,7481
10685,7826,7500
10690,7201,7529
10695,6738,7538
10700,6688,7538
10705,7077,7529
10710,7696,7500
10715,8208,7481
10720,8336,7481
10725,8011,7491
10730,7408,7519
10735,6855,7538
10740,6652,7538
10745,6908,7538
10750,7484,7509
10755,8069,7481
10760,8346,7481
10765,8163,7481
10770,7621,7500
10775,7013,7529
10780,6669,7538
10785,6775,7538
10790,7274,7529
10795,7895,7491
10800,8302,7481
10805,8274,7481
10810,7826,7491
10815,7201,7519
10820,6738,7538
10825,6688,7538
10830,7077,7519
10835,7696,7491
10840,8208,7472
10845,8336,7472
10850,8011,7481
10855,7408,7509
10860,6855,7538
10865,6652,7538
10870,6907,7529
10875,7484,7500
10880,8069,7481
10885,8346,7472
10890,8163,7481
10895,7621,7491
10900,7013,7529
10905,6669,7538
10910,6775,7538
10915,7274,7519
10920,7895,7491
10925,8302,7472
10930,8274,7472
10935,7826,7491
10940,7201,7519
10945,6738,7538
10950,6688,7538
10955,7077,7529
10960,7696,7491
10965,8208,7481
10970,8336,7472
10975,8011,7481
10980,7408,7509
10985,6855,7538
10990,6651,7538
10995,6907,7529
11000,7484,7500
11005,8069,7481
11010,8346,7462
11015,8163,7472
11020,7621,7491
11025,7013,7519
11030,6669,7538
11035,6775,7538
11040,7274,7519
11045,7895,7491
11050,8302,7472
11055,8274,7472
11060,7826,7481
11065,7201,7509
11070,6738,7538
11075,6688,7529
11080,7077,7509
11085,7696,7491
11090,8208,7462
11095,8336,7462
11100,8011,7481
11105,7408,7500
11110,6855,7538
11115,6651,7538
11120,6907,7519
11125,7484,7491
11130,8069,7472
11135,8346,7462
11140,8163,7472
11145,7621,7491
11150,7013,7519
11155,6669,7538
11160,6775,7538
11165,7273,7519
11170,7895,7491
11175,8302,7472
11180,8274,7472
11185,7826,7481
11190,7201,7500
11195,6738,7529
11200,6688,7538
11205,7077,7519
11210,7696,7491
11215,8208,7462
11220,8336,7462
11225,8011,7481
11230,7409,7500
11235,6855,7538
11240,6651,7538
11245,6907,7529
11250,7484,7491
11255,8069,7481
11260,8346,7462
11265,8163,7472
11270,7621,7491
11275,7013,7519
11280,6669,7538
11285,6775,7529
11290,7273,7509
11295,7895,7491
11300,8302,7462
11305,8274,7472
11310,7826,7481
11315,7202,7509
11320,6738,7538
11325,6687,7538
11330,7077,7519
11335,7695,7491
11340,8208,7472
11345,8336,7462
11350,8011,7481
11355,7409,7500
11360,6856,7529
11365,6651,7538
11370,6907,7529
11375,7484,7491
11380,8069,7481
11385,8346,7462
11390,8163,7472
11395,7621,7491
11400,7013,7519
11405,6669,7538
11410,6775,7529
11415,7273,7509
