theta,desired,actual
7775,7879,7414
7780,8149,7404
7785,8313,7414
7790,8342,7433
7795,8234,7472
7800,8004,7500
7805,7691,7538
7810,7347,7577
7815,7028,7606
7820,6786,7606
7825,6662,7577
7830,6676,7548
7835,6825,7529
7840,7085,7481
7845,7413,7443
7850,7755,7414
7855,8056,7394
7860,8265,7404
7865,8348,7423
7870,8291,7452
7875,8105,7491
7880,7818,7538
7885,7480,7567
7890,7144,7606
7895,6867,7606
7900,6694,7587
7905,6654,7567
7910,6752,7538
7915,6974,7500
7920,7282,7462
7925,7625,7423
7930,7948,7404
7935,8198,7404
7940,8332,7414
7945,8329,7433
7950,8190,7472
7955,7938,7509
7960,7613,7538
7965,7269,7577
7970,6964,7606
7975,6746,7596
7980,6653,7577
7985,6698,7538
7990,6876,7509
7995,7156,7481
8000,7493,7433
8005,7830,7414
8010,8114,7394
8015,8296,7414
8020,8347,7423
8025,8259,7462
8030,8046,7491
8035,7743,7538
8040,7400,7577
8045,7073,7587
8050,6817,7606
8055,6673,7577
8060,6664,7558
8065,6794,7529
8070,7039,7491
8075,7360,7452
8080,7704,7414
8085,8014,7404
8090,8240,7404
8095,8344,7423
8100,8309,7452
8105,8141,7491
8110,7867,7529
8115,7533,7567
8120,7194,7596
8125,6904,7606
8130,6713,7596
8135,6651,7577
8140,6728,7538
8145,6933,7509
8150,7231,7472
8155,7572,7433
8160,7902,7404
8165,8166,7404
8170,8320,7414
8175,8339,7433
8180,8220,7481
8185,7982,7500
8190,7665,7538
8195,7321,7577
8200,7006,7606
8205,6772,7606
8210,6658,7577
8215,6682,7548
8220,6841,7519
8225,7108,7481
8230,7439,7433
8235,7780,7414
8240,8075,7404
8245,8276,7414
8250,8348,7433
8255,8281,7462
8260,8086,7491
8265,7794,7538
8270,7453,7577
8275,7120,7606
8280,6850,7616
8285,6686,7587
8290,6656,7567
8295,6765,7538
8300,6995,7500
8305,7307,7462
8310,7652,7423
8315,7971,7404
8320,8212,7404
8325,8337,7423
8330,8323,7452
8335,8175,7481
8340,7915,7529
8345,7586,7558
8350,7244,7587
8355,6944,7616
8360,6734,7606
8365,6651,7577
8370,6708,7548
8375,6894,7519
8380,7180,7481
8385,7519,7433
8390,7854,7414
8395,8131,7404
8400,8305,7414
8405,8345,7433
8410,8247,7472
8415,8025,7500
8420,7718,7538
8425,7374,7577
8430,7051,7606
8435,6801,7606
8440,6667,7577
8445,6670,7558
8450,6809,7529
8455,7061,7491
8460,7386,7452
8465,7729,7423
8470,8035,7404
8475,8253,7404
8480,8346,7423
8485,8301,7452
8490,8123,7481
8495,7843,7529
8500,7507,7558
8505,7169,7587
8510,6886,7606
8515,6703,7587
8520,6652,7567
8525,6740,7538
8530,6953,7500
8535,7256,7462
8540,7599,7423
8545,7925,7404
8550,8182,7394
8555,8326,7414
8560,8335,7433
8565,8206,7472
8570,7960,7500
8575,7639,7538
8580,7295,7577
8585,6985,7596
8590,6759,7596
8595,6655,7577
8600,6690,7538
8605,6858,7519
8610,7132,7481
8615,7466,7433
8620,7805,7414
8625,8095,7404
8630,8286,7414
8635,8348,7433
8640,8271,7462
8645,8066,7500
8650,7769,7538
8655,7427,7567
8660,7097,7606
8665,6833,7616
8670,6679,7587
8675,6660,7567
8680,6779,7538
8685,7016,7500
8690,7333,7462
8695,7678,7443
8700,7993,7414
8705,8226,7414
8710,8341,7423
8715,8317,7452
8720,8158,7491
8725,7891,7529
8730,7560,7558
8735,7219,7596
8740,6924,7606
8745,6723,7596
8750,6651,7577
8755,6718,7538
8760,6913,7509
8765,7205,7472
8770,7545,7433
8775,7878,7404
8780,8149,7394
8785,8313,7414
8790,8343,7433
8795,8234,7462
8800,8004,7500
8805,7692,7538
8810,7348,7577
8815,7028,7596
8820,6787,7596
8825,6662,7577
8830,6676,7548
8835,6824,7519
8840,7084,7481
8845,7412,7443
8850,7755,7414
8855,8055,7404
8860,8264,7414
8865,8348,7423
8870,8291,7452
8875,8105,7491
8880,7819,7538
8885,7480,7567
8890,7145,7606
8895,6868,7616
8900,6694,7596
8905,6654,7567
8910,6752,7538
8915,6973,7509
8920,7281,7472
8925,7625,7433
8930,7948,7404
8935,8197,7404
8940,8332,7423
8945,8329,7443
8950,8191,7481
8955,7938,7519
8960,7613,7548
8965,7270,7587
8970,6964,7606
8975,6747,7606
8980,6653,7577
8985,6698,7548
8990,6876,7519
8995,7156,7481
9000,7492,7433
9005,7830,7414
9010,8113,7404
9015,8296,7414
9020,8347,7433
9025,8259,7472
9030,8046,7500
9035,7743,7538
9040,7400,7567
9045,7074,7606
9050,6817,7606
9055,6673,7587
9060,6664,7558
9065,6793,7538
9070,7038,7491
9075,7359,7452
9080,7703,7423
9085,8014,7414
9090,8240,7404
9095,8344,7423
9100,8309,7452
9105,8141,7481
9110,7868,7519
9115,7534,7558
9120,7194,7587
9125,6905,7606
9130,6713,7587
9135,6651,7567
9140,6728,7538
9145,6933,7500
9150,7230,7462
9155,7572,7423
9160,7902,7404
9165,8166,7394
9170,8320,7414
9175,8339,7433
9180,8220,7472
9185,7983,7500
9190,7666,7538
9195,7322,7577
9200,7007,7606
9205,6773,7606
9210,6658,7577
9215,6682,7548
9220,6841,7519
9225,7107,7481
9230,7439,7443
9235,7780,7423
9240,8075,7404
9245,8276,7414
9250,8348,7433
9255,8281,7472
9260,8086,7500
9265,7794,7538
9270,7454,7567
9275,7121,7606
9280,6850,7616
9285,6686,7606
9290,6656,7577
9295,6765,7538
9300,6994,7500
9305,7307,7472
9310,7651,7433
9315,7970,7414
9320,8212,7414
9325,8337,7423
9330,8324,7443
9335,8175,7481
9340,7915,7519
9345,7587,7558
9350,7244,7587
9355,6944,7606
9360,6735,7596
9365,6651,7577
9370,6708,7538
9375,6894,7519
9380,7180,7481
9385,7519,7433
9390,7854,7414
9395,8131,7404
9400,8304,7414
9405,8345,7433
9410,8247,7462
9415,8026,7500
9420,7718,7538
9425,7374,7577
9430,7051,7606
9435,6802,7606
9440,6667,7577
9445,6669,7558
9450,6808,7529
9455,7061,7491
9460,7386,7452
9465,7729,7423
9470,8035,7404
9475,8252,7404
9480,8346,7423
9485,8301,7452
9490,8123,7491
9495,7844,7529
9500,7507,7567
9505,7169,7587
9510,6886,7606
9515,6703,7587
9520,6652,7567
9525,6740,7538
9530,6953,7509
9535,7255,7472
9540,7598,7433
9545,7925,7404
9550,8182,7404
9555,8326,7414
9560,8335,7443
9565,8206,7481
9570,7961,7519
9575,7640,7538
9580,7296,7577
9585,6985,7606
9590,6759,7596
9595,6655,7577
9600,6690,7548
9605,6858,7519
9610,7131,7481
9615,7465,7433
9620,7805,7414
9625,8094,7404
9630,8286,7414
9635,8348,7433
9640,8271,7462
9645,8067,7491
9650,7769,7538
9655,7427,7567
9660,7097,7606
9665,6834,7616
9670,6679,7587
9675,6660,7567
9680,6779,7538
9685,7016,7500
9690,7333,7462
9695,7677,7423
9700,7992,7404
9705,8226,7404
9710,8341,7423
9715,8317,7443
9720,8158,7481
9725,7892,7519
9730,7561,7558
9735,7219,7587
9740,6924,7606
9745,6724,7587
9750,6651,7567
9755,6717,7538
9760,6913,7500
9765,7205,7472
9770,7545,7433
9775,7878,7404
9780,8149,7394
9785,8312,7414
9790,8343,7433
9795,8234,7462
9800,8005,7500
9805,7692,7538
9810,7348,7567
9815,7029,7606
9820,6787,7606
9825,6662,7577
9830,6675,7558
9835,6824,7529
9840,7084,7491
9845,7412,7452
9850,7754,7414
9855,8055,7404
9860,8264,7414
9865,8348,7433
9870,8292,7462
9875,8105,7491
9880,7819,7529
9885,7481,7567
9890,7145,7596
9895,6868,7606
9900,6695,7587
9905,6654,7567
9910,6752,7538
9915,6973,7500
9920,7281,7462
9925,7625,7423
9930,7948,7404
9935,8197,7404
9940,8332,7414
9945,8330,7443
9950,8191,7481
9955,7938,7509
9960,7614,7548
9965,7270,7577
9970,6965,7606
9975,6747,7606
9980,6653,7577
9985,6698,7548
9990,6875,7519
9995,7155,7481
10000,7492,7433
10005,7829,7414
10010,8113,7404
10015,8295,7414
10020,8347,7433
10025,8259,7462
10030,8047,7500
10035,7744,7538
10040,7401,7577
10045,7074,7606
10050,6817,7606
10055,6673,7587
10060,6664,7558
10065,6793,7538
10070,7038,7491
10075,7359,7452
10080,7703,7414
10085,8013,7404
10090,8239,7414
10095,8344,7423
10100,8309,7452
10105,8141,7481
10110,7868,7529
10115,7534,7558
10120,7194,7596
10125,6905,7606
10130,6713,7596
10135,6651,7577
10140,6728,7538
10145,6932,7500
10150,7230,7472
10155,7571,7433
10160,7901,7404
10165,8165,7404
10170,8320,7414
10175,8339,7433
10180,8220,7481
10185,7983,7509
10190,7666,7538
10195,7322,7577
10200,7007,7606
10205,6773,7606
10210,6658,7577
10215,6682,7548
10220,6840,7529
10225,7107,7481
10230,7438,7443
10235,7780,7414
10240,8075,7404
10245,8275,7414
10250,8348,7433
10255,8282,7462
10260,8086,7491
10265,7795,7538
10270,7454,7577
10275,7121,7616
10280,6851,7616
10285,6687,7596
10290,6656,7567
10295,6765,7538
10300,6994,7500
10305,7307,7462
10310,7651,7423
10315,7970,7404
10320,8212,7404
10325,8337,7414
10330,8324,7443
10335,8175,7481
10340,7915,7519
10345,7587,7548
10350,7245,7587
10355,6944,7606
10360,6735,7596
10365,6651,7577
10370,6707,7538
10375,6894,7519
10380,7180,7481
10385,7518,7433
10390,7854,7404
10395,8131,7404
10400,8304,7414
10405,8345,7433
10410,8247,7462
10415,8026,7491
10420,7718,7538
10425,7375,7577
10430,7051,7596
10435,6802,7606
10440,6667,7577
10445,6669,7558
10450,6808,7529
10455,7060,7491
10460,7385,7452
10465,7729,7414
10470,8034,7404
10475,8252,7414
10480,8346,7423
10485,8301,7452
10490,8124,7491
10495,7844,7529
10500,7508,7567
10505,7170,7596
10510,6886,7606
10515,6704,7596
10520,6652,7577
10525,6740,7538
10530,6952,7509
10535,7255,7481
10540,7598,7433
10545,7925,7414
10550,8181,7404
10555,8326,7414
10560,8335,7443
10565,8206,7481
10570,7961,7509
10575,7640,7538
10580,7296,7577
10585,6986,7606
10590,6760,7606
10595,6655,7577
10600,6690,7548
10605,6857,7519
10610,7131,7481
10615,7465,7443
10620,7804,7414
10625,8094,7404
10630,8286,7414
10635,8348,7433
10640,8271,7472
10645,8067,7491
10650,7770,7538
10655,7428,7577
10660,7098,7606
10665,6834,7616
10670,6679,7587
10675,6660,7567
10680,6778,7538
10685,7016,7500
10690,7332,7462
10695,7677,7423
10700,7992,7414
10705,8226,7414
10710,8341,7423
10715,8317,7452
10720,8159,7491
10725,7892,7529
10730,7561,7558
10735,7220,7587
10740,6924,7616
10745,6724,7606
10750,6651,7577
10755,6717,7538
10760,6912,7509
10765,7204,7481
10770,7545,7443
10775,7878,7404
10780,8148,7404
10785,8312,7414
10790,8343,7433
10795,8234,7472
10800,8005,7500
10805,7693,7538
10810,7349,7577
10815,7029,7606
10820,6787,7606
10825,6662,7577
10830,6675,7558
10835,6824,7529
10840,7083,7481
10845,7411,7452
10850,7754,7423
10855,8055,7404
10860,8264,7414
10865,8348,7423
10870,8292,7462
10875,8106,7491
10880,7820,7538
10885,7481,7567
10890,7146,7596
10895,6868,7616
10900,6695,7596
10905,6654,7577
10910,6752,7538
10915,6973,7509
10920,7280,7472
10925,7624,7433
10930,7947,7414
10935,8197,7414
10940,8332,7423
10945,8330,7443
10950,8191,7481
10955,7939,7519
10960,7614,7548
10965,7271,7587
10970,6965,7606
10975,6747,7606
10980,6653,7577
10985,6698,7548
10990,6875,7519
10995,7155,7481
11000,7491,7433
11005,7829,7414
11010,8113,7404
11015,8295,7414
11020,8347,7433
11025,8260,7462
11030,8047,7500
11035,7744,7538
11040,7401,7577
11045,7075,7606
11050,6818,7606
11055,6673,7587
11060,6664,7558
11065,6793,7538
11070,7038,7491
11075,7358,7452
11080,7702,7423
11085,8013,7404
11090,8239,7414
11095,8344,7423
11100,8309,7452
11105,8142,7491
11110,7868,7529
11115,7535,7558
11120,7195,7596
11125,6905,7606
11130,6713,7596
11135,6651,7577
11140,6728,7538
11145,6932,7500
11150,7229,7472
11155,7571,7433
11160,7901,7404
11165,8165,7404
11170,8320,7414
11175,8339,7433
11180,8221,7472
11185,7984,7509
11190,7667,7538
11195,7323,7577
11200,7007,7606
11205,6773,7606
11210,6658,7577
11215,6682,7558
11220,6840,7529
11225,7107,7481
11230,7438,7443
11235,7779,7414
11240,8074,7404
11245,8275,7414
11250,8348,7433
11255,8282,7462
11260,8087,7491
11265,7795,7538
11270,7455,7577
11275,7122,7616
11280,6851,7616
11285,6687,7596
11290,6656,7567
11295,6765,7538
11300,6994,7500
11305,7306,7462
11310,7650,7433
11315,7970,7414
11320,8212,7404
11325,8337,7423
11330,8324,7443
11335,8175,7481
11340,7916,7519
11345,7588,7548
11350,7245,7587
11355,6945,7606
11360,6735,7596
11365,6651,7577
11370,6707,7538
11375,6893,7519
11380,7179,7481
11385,7518,7433
11390,7853,7404
11395,8131,7404
11400,8304,7414
11405,8345,7433
11410,8247,7462
11415,8026,7491
11420,7719,7538
11425,7375,7577
11430,7052,7596
11435,6802,7606
11440,6667,7577
11445,6669,7558
11450,6808,7529
11455,7060,7491
11460,7385,7452
11465,7728,7423
11470,8034,7404
11475,8252,7414
11480,8346,7433
11485,8301,7452
11490,8124,7491
11495,7844,7529
11500,7508,7567
11505,7170,7596
11510,6887,7616
11515,6704,7596
11520,6652,7577
11525,6739,7538
11530,6952,7509
11535,7254,7481
11540,7597,7423
11545,7924,7414
11550,8181,7404
11555,8326,7414
11560,8335,7443
11565,8206,7481
11570,7962,7509
11575,7641,7538
11580,7297,7577
11585,6986,7606
11590,6760,7606
11595,6655,7577
11600,6690,7548
11605,6857,7519
11610,7130,7481
11615,7464,7443
11620,7804,7414
11625,8094,7404
11630,8286,7414
11635,8348,7433
11640,8271,7462
11645,8067,7491
11650,7770,7538
11655,7428,7577
11660,7098,7606
11665,6834,7616
11670,6680,7587
11675,6660,7567
11680,6778,7538
11685,7015,7500
11690,7332,7462
11695,7676,7423
11700,7991,7414
11705,8226,7414
11710,8341,7423
11715,8317,7452
11720,8159,7481
11725,7893,7529
11730,7561,7558
11735,7220,7587
11740,6925,7606
11745,6724,7606
11750,6651,7577
11755,6717,7538
11760,6912,7509
