theta,desired,actual
11960,6781,7250
11965,6844,7202
11970,6916,7163
11975,6998,7134
11980,7088,7086
11985,7184,7067
11990,7286,7067
11995,7390,7067
12000,7497,7076
12005,7603,7105
12010,7708,7144
12015,7809,7182
12020,7906,7211
12025,7996,7260
12030,8079,7288
12035,8152,7337
12040,8215,7375
12045,8266,7423
12050,8306,7462
12055,8333,7500
12060,8347,7538
12065,8347,7577
12070,8334,7625
12075,8308,7674
12080,8269,7713
12085,8218,7751
12090,8155,7790
12095,8083,7829
12100,8001,7877
12105,7911,7916
12110,7815,7935
12115,7713,7945
12120,7609,7935
12125,7502,7926
12130,7396,7897
12135,7291,7858
12140,7190,7819
12145,7093,7780
12150,7003,7742
12155,6920,7693
12160,6847,7664
12165,6784,7616
12170,6733,7577
12175,6693,7538
12180,6666,7491
12185,6653,7452
12190,6652,7414
12195,6665,7366
12200,6691,7327
12205,6730,7288
12210,6781,7250
12215,6844,7202
12220,6916,7163
12225,6998,7115
12230,7088,7086
12235,7184,7067
12240,7286,7057
12245,7390,7057
12250,7497,7076
12255,7603,7105
12260,7708,7134
12265,7809,7182
12270,7906,7221
12275,7996,7260
12280,8079,7288
12285,8152,7337
12290,8215,7375
12295,8266,7423
12300,8306,7462
12305,8333,7500
12310,8346,7538
12315,8347,7577
12320,8334,7625
12325,8308,7674
12330,8269,7713
12335,8218,7751
12340,8155,7790
12345,8083,7838
12350,8001,7877
12355,7911,7916
12360,7815,7935
12365,7713,7945
12370,7609,7935
12375,7502,7926
12380,7396,7897
12385,7291,7867
12390,7190,7829
12395,7093,7790
12400,7003,7751
12405,6920,7703
12410,6847,7664
12415,6784,7625
12420,6733,7577
12425,6693,7538
12430,6666,7491
12435,6653,7462
12440,6652,7423
12445,6665,7366
12450,6691,7327
12455,6730,7288
12460,6781,7250
12465,6844,7202
12470,6916,7173
12475,6998,7125
12480,7088,7086
12485,7184,7067
12490,7286,7057
12495,7390,7067
12500,7497,7076
12505,7603,7105
12510,7708,7134
12515,7809,7182
12520,7906,7221
12525,7996,7260
12530,8079,7298
12535,8152,7337
12540,8215,7375
12545,8266,7423
12550,8306,7462
12555,8333,7500
12560,8346,7538
12565,8347,7587
12570,8334,7625
12575,8308,7674
12580,8269,7713
12585,8218,7751
12590,8155,7800
12595,8083,7829
12600,8001,7867
12605,7911,7916
12610,7815,7935
12615,7713,7945
12620,7609,7935
12625,7502,7926
12630,7396,7897
12635,7291,7867
12640,7190,7829
12645,7093,7790
12650,7003,7751
12655,6920,7703
12660,6847,7664
12665,6784,7625
12670,6733,7577
12675,6693,7538
12680,6666,7500
12685,6653,7452
12690,6652,7414
12695,6665,7366
12700,6691,7327
12705,6730,7288
12710,6781,7250
12715,6844,7202
12720,6916,7173
12725,6998,7125
12730,7088,7086
12735,7184,7067
12740,7286,7057
12745,7390,7057
12750,7497,7076
12755,7603,7105
12760,7708,7144
12765,7809,7182
12770,7906,7211
12775,7996,7260
12780,8079,7298
12785,8152,7337
12790,8215,7375
12795,8266,7423
12800,8306,7462
12805,8333,7500
12810,8346,7538
12815,8347,7577
12820,8334,7625
12825,8308,7674
12830,8269,7713
12835,8218,7761
12840,8155,7800
12845,8083,7829
12850,8001,7877
12855,7911,7916
12860,7815,7935
12865,7713,7945
12870,7609,7935
12875,7502,7926
12880,7396,7897
12885,7291,7858
12890,7190,7819
12895,7093,7780
12900,7003,7742
12905,6920,7703
12910,6847,7664
12915,6784,7625
12920,6733,7577
12925,6693,7538
12930,6666,7500
12935,6653,7452
12940,6652,7414
12945,6665,7366
12950,6691,7327
12955,6730,7288
12960,6781,7250
12965,6844,7202
12970,6916,7163
12975,6998,7125
12980,7088,7086
12985,7184,7067
12990,7286,7057
12995,7390,7057
13000,7497,7076
13005,7603,7105
13010,7708,7134
13015,7809,7182
13020,7906,7211
13025,7996,7260
13030,8078,7288
13035,8152,7337
13040,8215,7375
13045,8266,7414
13050,8306,7462
13055,8333,7500
13060,8346,7538
13065,8347,7577
13070,8334,7625
13075,8308,7664
13080,8269,7713
13085,8218,7751
13090,8155,7790
13095,8083,7829
13100,8001,7877
13105,7911,7916
13110,7815,7926
13115,7713,7955
13120,7609,7935
13125,7502,7926
13130,7396,7897
13135,7291,7867
13140,7190,7829
13145,7093,7780
13150,7003,7751
13155,6921,7703
13160,6847,7664
13165,6784,7616
13170,6733,7577
13175,6693,7538
13180,6666,7500
13185,6653,7462
13190,6652,7414
13195,6665,7366
13200,6691,7327
13205,6730,7288
13210,6781,7250
13215,6844,7202
13220,6916,7163
13225,6998,7134
13230,7088,7086
13235,7184,7067
13240,7286,7057
13245,7390,7057
13250,7497,7076
13255,7603,7105
13260,7708,7134
13265,7809,7182
13270,7906,7211
13275,7996,7260
13280,8078,7288
13285,8152,7337
13290,8215,7375
13295,8266,7414
13300,8306,7462
13305,8333,7500
13310,8346,7538
13315,8347,7587
13320,8334,7625
13325,8308,7674
13330,8269,7713
13335,8218,7751
13340,8155,7790
13345,8083,7829
13350,8001,7867
13355,7911,7916
13360,7815,7935
13365,7713,7945
13370,7609,7935
13375,7502,7926
13380,7396,7897
13385,7291,7867
13390,7190,7819
13395,7093,7780
13400,7003,7751
13405,6921,7703
13410,6847,7664
13415,6784,7625
13420,6733,7577
13425,6693,7538
13430,6666,7500
13435,6653,7452
13440,6652,7414
13445,6665,7366
13450,6691,7327
13455,6730,7288
13460,6781,7250
13465,6844,7202
13470,6916,7163
13475,6998,7115
13480,7088,7086
13485,7184,7067
13490,7286,7057
13495,7390,7057
13500,7497,7076
13505,7603,7105
13510,7708,7134
13515,7809,7182
13520,7906,7221
13525,7996,7260
13530,8078,7288
13535,8152,7337
13540,8215,7375
13545,8266,7423
13550,8306,7462
13555,8333,7500
13560,8346,7538
13565,8347,7577
13570,8334,7625
13575,8308,7674
13580,8269,7713
13585,8218,7751
13590,8155,7800
13595,8083,7838
13600,8001,7877
13605,7911,7916
13610,7815,7935
13615,7713,7935
13620,7609,7935
13625,7502,7926
13630,7396,7897
13635,7291,7867
13640,7190,7829
13645,7093,7790
13650,7003,7751
13655,6921,7703
13660,6847,7664
13665,6784,7625
13670,6733,7577
13675,6693,7538
13680,6666,7500
13685,6653,7462
13690,6652,7414
13695,6665,7366
13700,6691,7327
13705,6730,7288
13710,6781,7250
13715,6844,7202
13720,6916,7173
13725,6998,7125
13730,7088,7086
13735,7184,7067
13740,7286,7057
13745,7390,7067
13750,7497,7086
13755,7603,7115
13760,7708,7144
13765,7809,7182
13770,7906,7211
13775,7996,7250
13780,8078,7288
13785,8152,7337
13790,8215,7375
13795,8266,7423
13800,8306,7462
13805,8333,7500
13810,8346,7538
13815,8347,7577
13820,8334,7625
13825,8308,7674
13830,8269,7713
13835,8218,7751
13840,8155,7790
13845,8083,7829
13850,8001,7867
13855,7911,7916
13860,7815,7935
13865,7713,7945
13870,7609,7935
13875,7502,7926
13880,7396,7897
13885,7291,7858
13890,7190,7819
13895,7093,7780
13900,7003,7751
13905,6921,7703
13910,6847,7664
13915,6784,7625
13920,6733,7577
13925,6693,7538
13930,6666,7500
13935,6653,7452
13940,6652,7414
13945,6665,7366
13950,6691,7327
13955,6730,7288
13960,6781,7250
13965,6844,7202
13970,6916,7163
13975,6998,7125
13980,7088,7086
13985,7184,7067
13990,7285,7057
13995,7390,7067
14000,7497,7076
14005,7603,7105
14010,7708,7134
14015,7809,7173
14020,7906,7211
14025,7996,7260
14030,8078,7288
14035,8152,7327
14040,8215,7366
14045,8266,7414
14050,8306,7462
14055,8333,7500
14060,8346,7548
14065,8347,7577
14070,8334,7616
14075,8308,7664
14080,8269,7703
14085,8218,7751
14090,8155,7790
14095,8083,7829
14100,8001,7867
14105,7911,7916
14110,7815,7935
14115,7714,7935
14120,7609,7935
14125,7503,7926
14130,7396,7897
14135,7291,7867
14140,7190,7829
14145,7093,7790
14150,7003,7751
14155,6921,7703
14160,6847,7664
14165,6784,7616
14170,6733,7577
14175,6693,7538
14180,6666,7491
14185,6653,7462
14190,6652,7414
14195,6665,7366
14200,6691,7327
14205,6730,7288
14210,6781,7250
14215,6844,7202
14220,6916,7173
14225,6998,7125
14230,7088,7086
14235,7184,7067
14240,7285,7057
14245,7390,7067
14250,7496,7076
14255,7603,7115
14260,7708,7144
14265,7809,7182
14270,7906,7211
14275,7996,7260
14280,8078,7288
14285,8152,7337
14290,8215,7375
14295,8266,7423
14300,8306,7462
14305,8333,7500
14310,8346,7538
14315,8347,7577
14320,8334,7625
14325,8308,7674
14330,8269,7713
14335,8218,7751
14340,8155,7790
14345,8083,7829
14350,8001,7877
14355,7911,7916
14360,7815,7935
14365,7714,7945
14370,7609,7935
14375,7503,7926
14380,7396,7897
14385,7291,7858
14390,7190,7819
14395,7093,7780
14400,7003,7742
14405,6921,7693
14410,6847,7664
14415,6784,7616
14420,6733,7577
14425,6693,7538
14430,6666,7491
14435,6653,7452
14440,6652,7414
14445,6665,7366
14450,6691,7327
14455,6730,7288
14460,6781,7250
14465,6844,7202
14470,6916,7163
14475,6998,7115
14480,7088,7086
14485,7184,7057
14490,7285,7057
14495,7390,7057
14500,7496,7076
14505,7603,7105
14510,7708,7144
14515,7809,7182
14520,7906,7211
14525,7996,7260
14530,8078,7298
14535,8152,7337
14540,8215,7375
14545,8266,7423
14550,8306,7462
14555,8333,7500
14560,8346,7538
14565,8347,7587
14570,8334,7625
14575,8308,7674
14580,8269,7713
14585,8218,7751
14590,8156,7790
14595,8083,7829
14600,8001,7867
14605,7911,7916
14610,7815,7935
14615,7714,7935
14620,7609,7935
14625,7503,7926
14630,7396,7897
14635,7291,7867
14640,7190,7829
14645,7093,7790
14650,7003,7751
14655,6921,7703
14660,6847,7664
14665,6784,7616
14670,6733,7577
14675,6693,7538
14680,6666,7500
14685,6653,7462
14690,6652,7414
14695,6665,7375
14700,6691,7327
14705,6730,7288
14710,6781,7250
14715,6843,7202
14720,6916,7163
14725,6998,7125
14730,7088,7086
14735,7184,7067
14740,7285,7057
14745,7390,7067
14750,7496,7076
14755,7603,7105
14760,7708,7144
14765,7809,7182
14770,7906,7211
14775,7996,7260
14780,8078,7288
14785,8152,7337
14790,8215,7375
14795,8266,7423
14800,8306,7462
14805,8333,7500
14810,8346,7538
14815,8347,7577
14820,8334,7625
14825,8308,7674
14830,8269,7713
14835,8218,7751
14840,8156,7790
14845,8083,7829
14850,8001,7877
14855,7911,7916
14860,7815,7935
14865,7714,7945
14870,7609,7935
14875,7503,7926
14880,7396,7897
14885,7291,7858
14890,7190,7819
14895,7093,7780
14900,7003,7751
14905,6921,7703
14910,6847,7664
14915,6784,7625
14920,6733,7577
14925,6693,7538
14930,6666,7500
14935,6653,7462
14940,6652,7414
14945,6665,7366
14950,6691,7327
14955,6730,7288
14960,6781,7250
14965,6843,7202
14970,6916,7163
14975,6998,7125
14980,7088,7086
14985,7184,7067
14990,7285,7047
14995,7390,7067
15000,7496,7076
15005,7603,7105
15010,7708,7134
15015,7809,7173
15020,7906,7211
15025,7996,7260
15030,8078,7288
15035,8152,7327
15040,8215,7366
15045,8266,7414
15050,8306,7462
15055,8333,7500
15060,8346,7538
15065,8347,7577
15070,8334,7625
15075,8308,7664
15080,8269,7703
15085,8218,7751
15090,8156,7790
15095,8083,7829
15100,8001,7867
15105,7911,7916
15110,7815,7935
15115,7714,7945
15120,7609,7935
15125,7503,7926
15130,7396,7897
15135,7291,7867
15140,7190,7829
15145,7093,7790
15150,7003,7751
15155,6921,7703
15160,6847,7664
15165,6784,7616
15170,6733,7577
15175,6693,7538
15180,6666,7500
15185,6653,7462
15190,6652,7414
15195,6665,7366
15200,6691,7327
15205,6730,7288
15210,6781,7250
15215,6843,7202
15220,6916,7163
15225,6998,7125
15230,7088,7086
15235,7184,7067
15240,7285,7057
15245,7390,7067
15250,7496,7086
15255,7603,7105
15260,7708,7144
15265,7809,7182
15270,7906,7211
15275,7996,7260
15280,8078,7288
15285,8152,7337
15290,8215,7375
15295,8266,7423
15300,8306,7462
15305,8333,7500
15310,8346,7538
15315,8347,7577
15320,8334,7625
15325,8308,7674
15330,8269,7713
15335,8218,7751
15340,8156,7790
15345,8083,7829
15350,8001,7867
15355,7911,7897
15360,7815,7926
